url,no of dots,presence of hyphen,len of url,presence of at,presence of double slash,no of subdir,no of subdomain,len of domain,no of queries,is IP,presence of Suspicious_TLD,presence of suspicious domain,label
express.de,0,0,10,0,0,0,0,0,0,0,0,0,0
doe.gov.my,0,0,10,0,0,0,0,0,0,0,0,0,0
newsmth.net,0,0,11,0,0,0,0,0,0,0,0,0,0
yt220.org,0,0,9,0,0,0,0,0,0,0,0,0,0
sconverter.com,0,0,14,0,0,0,0,0,0,0,0,0,0
thethaiger.com,0,0,14,0,0,0,0,0,0,0,0,0,0
freetemplatefinder.com,0,0,22,0,0,0,0,0,0,0,0,0,0
steamcommunity.com,0,0,18,0,0,0,0,0,0,0,0,0,0
contentful.com,0,0,14,0,0,0,0,0,0,0,0,0,0
hatarako.net,0,0,12,0,0,0,0,0,0,0,0,0,0
ilibrary.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
thepaper.cn,0,0,11,0,0,0,0,0,0,0,0,0,0
groovypost.com,0,0,14,0,0,0,0,0,0,0,0,0,0
kapitalis.com,0,0,13,0,0,0,0,0,0,0,0,0,0
asianwiki.com,0,0,13,0,0,0,0,0,0,0,0,0,0
trifle.ernstenco.be/ajuijm2.html,0,0,32,0,0,1,1,0,0,0,0,0,1
rarbgunblocked.org,0,0,18,0,0,0,0,0,0,0,0,0,0
classicwow.live,0,0,15,0,0,0,0,0,0,0,0,0,0
slimxxxtubeaxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,56,0,0,2,1,0,0,0,0,0,1
kisscartoon.is,0,0,14,0,0,0,0,0,0,0,0,0,0
www.mondoperaio.net/wp-content/plugins/cached_data/k1.exe,0,0,57,0,0,4,1,0,0,0,0,0,1
tcs.com,0,0,7,0,0,0,0,0,0,0,0,0,0
smrtgs.com,0,0,10,0,0,0,0,0,0,0,0,0,0
mylondon.hc0.me/Panel/,0,0,22,0,0,2,1,0,0,0,0,0,1
thenewslens.com,0,0,15,0,0,0,0,0,0,0,0,0,0
update.51edm.net/20090728/01.kdg,0,0,32,0,0,2,1,0,0,0,0,0,1
i-doxs.net,0,0,10,0,0,0,0,0,0,0,0,0,0
tlauncher.org,0,0,13,0,0,0,0,0,0,0,0,0,0
kith.com,0,0,8,0,0,0,0,0,0,0,0,0,0
tube8vidsuty.dnset.com/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
biografiasyvidas.com,0,0,20,0,0,0,0,0,0,0,0,0,0
topflix.tv,0,0,10,0,0,0,0,0,0,0,0,0,0
productlaunchformula.com,0,0,24,0,0,0,0,0,0,0,0,0,0
waze.com,0,0,8,0,0,0,0,0,0,0,0,0,0
legalzoom.com,0,0,13,0,0,0,0,0,0,0,0,0,0
rarbgtor.org,0,0,12,0,0,0,0,0,0,0,0,0,0
techcrunch.com,0,0,14,0,0,0,0,0,0,0,0,0,0
vjshi.com,0,0,9,0,0,0,0,0,0,0,0,0,0
etoday.co.kr,0,0,12,0,0,0,0,0,0,0,0,0,0
deichmann.com,0,0,13,0,0,0,0,0,0,0,0,0,0
theweek.com,0,0,11,0,0,0,0,0,0,0,0,0,0
milliyet.com.tr,0,0,15,0,0,0,0,0,0,0,0,0,0
fritz.box,0,0,9,0,0,0,0,0,0,0,0,0,0
hackerrank.com,0,0,14,0,0,0,0,0,0,0,0,0,0
careerbuilder.com,0,0,17,0,0,0,0,0,0,0,0,0,0
piratebay-proxylist.se,0,0,22,0,0,0,0,0,0,0,0,0,0
chinafloor.cn,0,0,13,0,0,0,0,0,0,0,0,0,0
shatel.ir,0,0,9,0,0,0,0,0,0,0,0,0,0
sanmar.com,0,0,10,0,0,0,0,0,0,0,0,0,0
msi.com,0,0,7,0,0,0,0,0,0,0,0,0,0
colourpop.com,0,0,13,0,0,0,0,0,0,0,0,0,0
ibpsguide.com,0,0,13,0,0,0,0,0,0,0,0,0,0
healthunlocked.com,0,0,18,0,0,0,0,0,0,0,0,0,0
progameguides.com,0,0,17,0,0,0,0,0,0,0,0,0,0
newtabtv.com,0,0,12,0,0,0,0,0,0,0,0,0,0
kariyer.net,0,0,11,0,0,0,0,0,0,0,0,0,0
flannels.com,0,0,12,0,0,0,0,0,0,0,0,0,0
renweb.com,0,0,10,0,0,0,0,0,0,0,0,0,0
insertlive.com,0,0,14,0,0,0,0,0,0,0,0,0,0
opinionsresearch.com,0,0,20,0,0,0,0,0,0,0,0,0,0
logmeininc.com,0,0,14,0,0,0,0,0,0,0,0,0,0
goodreads.com,0,0,13,0,0,0,0,0,0,0,0,0,0
alunosonline.uol.com.br,0,0,23,0,0,0,1,0,0,0,0,0,0
marcus.com,0,0,10,0,0,0,0,0,0,0,0,0,0
techrepublic.com,0,0,16,0,0,0,0,0,0,0,0,0,0
social-dog.net,0,0,14,0,0,0,0,0,0,0,0,0,0
grendizer.biz/Informazioni/Fattura05032014.zip,0,0,46,0,0,2,0,0,0,0,0,0,1
bibme.org,0,0,9,0,0,0,0,0,0,0,0,0,0
voicetube.com,0,0,13,0,0,0,0,0,0,0,0,0,0
pepperfry.com,0,0,13,0,0,0,0,0,0,0,0,0,0
mokahr.com,0,0,10,0,0,0,0,0,0,0,0,0,0
latam.com,0,0,9,0,0,0,0,0,0,0,0,0,0
nabble.com,0,0,10,0,0,0,0,0,0,0,0,0,0
lifeder.com,0,0,11,0,0,0,0,0,0,0,0,0,0
house.gov,0,0,9,0,0,0,0,0,0,0,0,0,0
brownsfashion.com,0,0,17,0,0,0,0,0,0,0,0,0,0
bp.blogspot.com,0,0,15,0,0,0,1,0,0,0,0,0,0
domesticatedcompanion.com,0,0,25,0,0,0,0,0,0,0,0,0,0
youxiniao.com,0,0,13,0,0,0,0,0,0,0,0,0,0
szhome.com,0,0,10,0,0,0,0,0,0,0,0,0,0
puenteaereo.info/fHA5c5iw/index.html?s=883&lid=2231&elq=11f7b1b5179f45b09737bdf10d0fe61f,0,0,88,0,0,2,0,0,51,0,0,0,1
focusvision.com,0,0,15,0,0,0,0,0,0,0,0,0,0
mahaonline.gov.in,0,0,17,0,0,0,0,0,0,0,0,0,0
webmoney.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
residentadvisor.net,0,0,19,0,0,0,0,0,0,0,0,0,0
newbalance.com,0,0,14,0,0,0,0,0,0,0,0,0,0
scitation.org,0,0,13,0,0,0,0,0,0,0,0,0,0
mathworks.com,0,0,13,0,0,0,0,0,0,0,0,0,0
gushiwen.org,0,0,12,0,0,0,0,0,0,0,0,0,0
unilim.fr,0,0,9,0,0,0,0,0,0,0,0,0,0
clubensayos.com,0,0,15,0,0,0,0,0,0,0,0,0,0
nbg.gr,0,0,6,0,0,0,0,0,0,0,0,0,0
einthusan.ca,0,0,12,0,0,0,0,0,0,0,0,0,0
themanifest.com,0,0,15,0,0,0,0,0,0,0,0,0,0
blablacar.fr,0,0,12,0,0,0,0,0,0,0,0,0,0
scmp.com,0,0,8,0,0,0,0,0,0,0,0,0,0
inpit.go.jp,0,0,11,0,0,0,0,0,0,0,0,0,0
disput.az,0,0,9,0,0,0,0,0,0,0,0,0,0
prioritynotifications.com,0,0,25,0,0,0,0,0,0,0,0,0,0
qcloud.com,0,0,10,0,0,0,0,0,0,0,0,0,0
sneakersnstuff.com,0,0,18,0,0,0,0,0,0,0,0,0,0
cnbeta.com,0,0,10,0,0,0,0,0,0,0,0,0,0
esunbank.com.tw,0,0,15,0,0,0,0,0,0,0,0,0,0
jusbrasil.com.br,0,0,16,0,0,0,0,0,0,0,0,0,0
bollywoodshaadis.com,0,0,20,0,0,0,0,0,0,0,0,0,0
tulane.edu,0,0,10,0,0,0,0,0,0,0,0,0,0
lumpics.ru,0,0,10,0,0,0,0,0,0,0,0,0,0
alot.com,0,0,8,0,0,0,0,0,0,0,0,0,0
gtmetrix.com,0,0,12,0,0,0,0,0,0,0,0,0,0
anz.com.au,0,0,10,0,0,0,0,0,0,0,0,0,0
sld.cu,0,0,6,0,0,0,0,0,0,0,0,0,0
tune.pk,0,0,7,0,0,0,0,0,0,0,0,0,0
rarbggo.org,0,0,11,0,0,0,0,0,0,0,0,0,0
pc-koubou.jp,0,0,12,0,0,0,0,0,0,0,0,0,0
ultipro.com,0,0,11,0,0,0,0,0,0,0,0,0,0
kabum.com.br,0,0,12,0,0,0,0,0,0,0,0,0,0
adoptapet.com,0,0,13,0,0,0,0,0,0,0,0,0,0
winoladber.com,0,0,14,0,0,0,0,0,0,0,0,0,0
euronews.com,0,0,12,0,0,0,0,0,0,0,0,0,0
rackcdn.com,0,0,11,0,0,0,0,0,0,0,0,0,0
zalando.fr,0,0,10,0,0,0,0,0,0,0,0,0,0
24porn.com,0,0,10,0,0,0,0,0,0,0,0,0,0
tabanmusic.com,0,0,14,0,0,0,0,0,0,0,0,0,0
manamoa14.net,0,0,13,0,0,0,0,0,0,0,0,0,0
tetris.com,0,0,10,0,0,0,0,0,0,0,0,0,0
webramz.com,0,0,11,0,0,0,0,0,0,0,0,0,0
bestshow.co,0,0,11,0,0,0,0,0,0,0,0,0,0
dellemc.com,0,0,11,0,0,0,0,0,0,0,0,0,0
indiatyping.com,0,0,15,0,0,0,0,0,0,0,0,0,0
otodom.pl,0,0,9,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/1201296916.8h.exe,0,0,39,0,0,2,0,0,0,0,0,0,1
pairs.lv,0,0,8,0,0,0,0,0,0,0,0,0,0
myvidster.com,0,0,13,0,0,0,0,0,0,0,0,0,0
bih.nic.in,0,0,10,0,0,0,0,0,0,0,0,0,0
larazon.es,0,0,10,0,0,0,0,0,0,0,0,0,0
nab.com.au,0,0,10,0,0,0,0,0,0,0,0,0,0
app.pho8.com/go.php?c=246&l=509&subid=21388413584?,0,0,50,0,0,1,1,0,30,0,0,0,1
xnxx.com,0,0,8,0,0,0,0,0,0,0,0,0,0
jimdo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
xcafe.com,0,0,9,0,0,0,0,0,0,0,0,0,0
ntvbd.com,0,0,9,0,0,0,0,0,0,0,0,0,0
orientaltrading.com,0,0,19,0,0,0,0,0,0,0,0,0,0
tongji.edu.cn,0,0,13,0,0,0,0,0,0,0,0,0,0
carview.co.jp,0,0,13,0,0,0,0,0,0,0,0,0,0
p-bandai.jp,0,0,11,0,0,0,0,0,0,0,0,0,0
yts-subs.com,0,0,12,0,0,0,0,0,0,0,0,0,0
socar.az,0,0,8,0,0,0,0,0,0,0,0,0,0
binomo.com,0,0,10,0,0,0,0,0,0,0,0,0,0
btdx8.com,0,0,9,0,0,0,0,0,0,0,0,0,0
yandex.com.tr,0,0,13,0,0,0,0,0,0,0,0,0,0
fbcdn2.com,0,0,10,0,0,0,0,0,0,0,0,0,0
coinzilla.com,0,0,13,0,0,0,0,0,0,0,0,0,0
namnak.com,0,0,10,0,0,0,0,0,0,0,0,0,0
wikifeet.com,0,0,12,0,0,0,0,0,0,0,0,0,0
hrloo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
pwc.com,0,0,7,0,0,0,0,0,0,0,0,0,0
cuhk.edu.hk,0,0,11,0,0,0,0,0,0,0,0,0,0
solidworks.com,0,0,14,0,0,0,0,0,0,0,0,0,0
jue0jc.lukodorsai.info/dpta5n0tp2,0,0,33,0,0,1,1,0,0,0,0,0,1
netflix.com,0,0,11,0,0,0,0,0,0,0,0,0,0
king.com,0,0,8,0,0,0,0,0,0,0,0,0,0
www.slivki.com.ua/as/Ponynl.exe,0,0,31,0,0,2,1,0,0,0,0,0,1
uchyz.cruisingsmallship.com/vootukigli/shacmiwhoa/zipevelrid/files/,0,0,67,0,0,5,1,0,0,0,0,0,1
babbel.com,0,0,10,0,0,0,0,0,0,0,0,0,0
wevideo.com,0,0,11,0,0,0,0,0,0,0,0,0,0
color-hex.com,0,0,13,0,0,0,0,0,0,0,0,0,0
xdating.com,0,0,11,0,0,0,0,0,0,0,0,0,0
mettl.com,0,0,9,0,0,0,0,0,0,0,0,0,0
streamable.com,0,0,14,0,0,0,0,0,0,0,0,0,0
accuweather.com,0,0,15,0,0,0,0,0,0,0,0,0,0
cned.fr,0,0,7,0,0,0,0,0,0,0,0,0,0
redtubelive.com,0,0,15,0,0,0,0,0,0,0,0,0,0
downloadmanagernow.com,0,0,22,0,0,0,0,0,0,0,0,0,0
bittorrent.com,0,0,14,0,0,0,0,0,0,0,0,0,0
vodacom.co.za,0,0,13,0,0,0,0,0,0,0,0,0,0
btspread.com,0,0,12,0,0,0,0,0,0,0,0,0,0
rasekhoon.net,0,0,13,0,0,0,0,0,0,0,0,0,0
wp9.ru/,0,0,7,0,0,1,0,0,0,0,0,0,1
office.net,0,0,10,0,0,0,0,0,0,0,0,0,0
dtdc.in,0,0,7,0,0,0,0,0,0,0,0,0,0
hryssc.in,0,0,9,0,0,0,0,0,0,0,0,0,0
foxporns.com,0,0,12,0,0,0,0,0,0,0,0,0,0
filefactory.com,0,0,15,0,0,0,0,0,0,0,0,0,0
qrlsx.com,0,0,9,0,0,0,0,0,0,0,0,0,0
bible.com,0,0,9,0,0,0,0,0,0,0,0,0,0
notify-service.com,0,0,18,0,0,0,0,0,0,0,0,0,0
eenadu.net,0,0,10,0,0,0,0,0,0,0,0,0,0
elsiglodetorreon.com.mx,0,0,23,0,0,0,0,0,0,0,0,0,0
airtel.in,0,0,9,0,0,0,0,0,0,0,0,0,0
strawberrynet.com,0,0,17,0,0,0,0,0,0,0,0,0,0
sdpnoticias.com,0,0,15,0,0,0,0,0,0,0,0,0,0
coaha.frenchgerlemanelectric.com/atydymulra/psoaptylty/ywhopaptyl/files/,0,0,72,0,0,5,1,0,0,0,0,0,1
j-lyric.net,0,0,11,0,0,0,0,0,0,0,0,0,0
mydigit.cn,0,0,10,0,0,0,0,0,0,0,0,0,0
douyu.com,0,0,9,0,0,0,0,0,0,0,0,0,0
slideshare.net,0,0,14,0,0,0,0,0,0,0,0,0,0
goldprice.org,0,0,13,0,0,0,0,0,0,0,0,0,0
gumtree.com.au,0,0,14,0,0,0,0,0,0,0,0,0,0
mrporngeek.com,0,0,14,0,0,0,0,0,0,0,0,0,0
wp.com,0,0,6,0,0,0,0,0,0,0,0,0,0
sublimetext.com,0,0,15,0,0,0,0,0,0,0,0,0,0
free.com.tw,0,0,11,0,0,0,0,0,0,0,0,0,0
wargaming.net,0,0,13,0,0,0,0,0,0,0,0,0,0
travelchannel.com,0,0,17,0,0,0,0,0,0,0,0,0,0
cnyes.com,0,0,9,0,0,0,0,0,0,0,0,0,0
alphacoders.com,0,0,15,0,0,0,0,0,0,0,0,0,0
ip-182-50-129-164.ip.secureserver.net/1.html,1,0,44,0,0,1,2,0,0,0,0,0,1
okcupid.com,0,0,11,0,0,0,0,0,0,0,0,0,0
formsite.com,0,0,12,0,0,0,0,0,0,0,0,0,0
poczta.home.pl,0,0,14,0,0,0,1,0,0,0,0,0,0
timeslive.co.za,0,0,15,0,0,0,0,0,0,0,0,0,0
dcloud.io,0,0,9,0,0,0,0,0,0,0,0,0,0
myfonts.com,0,0,11,0,0,0,0,0,0,0,0,0,0
kemenag.go.id,0,0,13,0,0,0,0,0,0,0,0,0,0
parisdescartes.fr,0,0,17,0,0,0,0,0,0,0,0,0,0
sfsu.edu,0,0,8,0,0,0,0,0,0,0,0,0,0
criteo.com,0,0,10,0,0,0,0,0,0,0,0,0,0
nuget.org,0,0,9,0,0,0,0,0,0,0,0,0,0
presstv.com,0,0,11,0,0,0,0,0,0,0,0,0,0
top1health.com,0,0,14,0,0,0,0,0,0,0,0,0,0
bbt.com,0,0,7,0,0,0,0,0,0,0,0,0,0
mercadolivre.com.br,0,0,19,0,0,0,0,0,0,0,0,0,0
digitel.com.ve,0,0,14,0,0,0,0,0,0,0,0,0,0
vertex42.com,0,0,12,0,0,0,0,0,0,0,0,0,0
jang.com.pk,0,0,11,0,0,0,0,0,0,0,0,0,0
ecuagol.com,0,0,11,0,0,0,0,0,0,0,0,0,0
irishtimes.com,0,0,14,0,0,0,0,0,0,0,0,0,0
uii.io,0,0,6,0,0,0,0,0,0,0,0,0,0
tube8vidsjtq.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
sharelive.net,0,0,13,0,0,0,0,0,0,0,0,0,0
tarot.com,0,0,9,0,0,0,0,0,0,0,0,0,0
geogebra.org,0,0,12,0,0,0,0,0,0,0,0,0,0
neimanmarcus.com,0,0,16,0,0,0,0,0,0,0,0,0,0
creativecow.net,0,0,15,0,0,0,0,0,0,0,0,0,0
uschinapress.com,0,0,16,0,0,0,0,0,0,0,0,0,0
kakakumag.com,0,0,13,0,0,0,0,0,0,0,0,0,0
cardmarket.com,0,0,14,0,0,0,0,0,0,0,0,0,0
ncert.nic.in,0,0,12,0,0,0,0,0,0,0,0,0,0
correios.com.br,0,0,15,0,0,0,0,0,0,0,0,0,0
tehran.ir,0,0,9,0,0,0,0,0,0,0,0,0,0
timesjobs.com,0,0,13,0,0,0,0,0,0,0,0,0,0
clickfunnels.com,0,0,16,0,0,0,0,0,0,0,0,0,0
wmxa.cn,0,0,7,0,0,0,0,0,0,0,0,0,0
cima4u.tv,0,0,9,0,0,0,0,0,0,0,0,0,0
zcool.com.cn,0,0,12,0,0,0,0,0,0,0,0,0,0
cashless.go.jp,0,0,14,0,0,0,0,0,0,0,0,0,0
openclassrooms.com,0,0,18,0,0,0,0,0,0,0,0,0,0
bestlargesse.club,0,0,17,0,0,0,0,0,0,0,0,0,0
usm.my,0,0,6,0,0,0,0,0,0,0,0,0,0
footmercato.net,0,0,15,0,0,0,0,0,0,0,0,0,0
vysgpewbyfbiob.com,0,0,18,0,0,0,0,0,0,0,0,0,0
lifestyle-a2z.com,0,0,17,0,0,0,0,0,0,0,0,0,0
cba.gov.ar,0,0,10,0,0,0,0,0,0,0,0,0,0
livemaster.ru,0,0,13,0,0,0,0,0,0,0,0,0,0
www.seal-technicsag.ch/index.zip,0,0,32,0,0,1,1,0,0,0,0,0,1
superteacherworksheets.com,0,0,26,0,0,0,0,0,0,0,0,0,0
libidgel.net,0,0,12,0,0,0,0,0,0,0,0,0,0
w3resource.com,0,0,14,0,0,0,0,0,0,0,0,0,0
pluspng.com,0,0,11,0,0,0,0,0,0,0,0,0,0
ottopagine.it,0,0,13,0,0,0,0,0,0,0,0,0,0
cleartrip.com,0,0,13,0,0,0,0,0,0,0,0,0,0
yahoo-mbga.jp,0,0,13,0,0,0,0,0,0,0,0,0,0
farda-dl.net,0,0,12,0,0,0,0,0,0,0,0,0,0
focus.cn,0,0,8,0,0,0,0,0,0,0,0,0,0
egybest.online,0,0,14,0,0,0,0,0,0,0,0,0,0
tubeplusporn.com,0,0,16,0,0,0,0,0,0,0,0,0,0
torrentz2.eu,0,0,12,0,0,0,0,0,0,0,0,0,0
dpreview.com,0,0,12,0,0,0,0,0,0,0,0,0,0
zhangw8.com,0,0,11,0,0,0,0,0,0,0,0,0,0
weforum.org,0,0,11,0,0,0,0,0,0,0,0,0,0
laopinion.com,0,0,13,0,0,0,0,0,0,0,0,0,0
sc.com,0,0,6,0,0,0,0,0,0,0,0,0,0
spankwire.com,0,0,13,0,0,0,0,0,0,0,0,0,0
tube8vidswtb.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
youjizz.com,0,0,11,0,0,0,0,0,0,0,0,0,0
celebjihad.com,0,0,14,0,0,0,0,0,0,0,0,0,0
bit-z.pro,0,0,9,0,0,0,0,0,0,0,0,0,0
zone-telechargement.net,0,0,23,0,0,0,0,0,0,0,0,0,0
realpython.com,0,0,14,0,0,0,0,0,0,0,0,0,0
pasonacareer.jp,0,0,15,0,0,0,0,0,0,0,0,0,0
armantark.com,0,0,13,0,0,0,0,0,0,0,0,0,0
marcos-musik.com,0,0,16,0,0,0,0,0,0,0,0,0,0
publico.es,0,0,10,0,0,0,0,0,0,0,0,0,0
videommm.pro,0,0,12,0,0,0,0,0,0,0,0,0,0
orange.fr,0,0,9,0,0,0,0,0,0,0,0,0,0
globalsources.com,0,0,17,0,0,0,0,0,0,0,0,0,0
perfectionautorepairs.com/jkcokunrh,0,0,35,0,0,1,0,0,0,0,0,0,1
bitso.com,0,0,9,0,0,0,0,0,0,0,0,0,0
dominos.com,0,0,11,0,0,0,0,0,0,0,0,0,0
amazon.it,0,0,9,0,0,0,0,0,0,0,0,0,0
googlegroups.com,0,0,16,0,0,0,0,0,0,0,0,0,0
yang2020.com,0,0,12,0,0,0,0,0,0,0,0,0,0
vyond.com,0,0,9,0,0,0,0,0,0,0,0,0,0
basnews.com,0,0,11,0,0,0,0,0,0,0,0,0,0
sanslimitesn.com,0,0,16,0,0,0,0,0,0,0,0,0,0
swiggy.com,0,0,10,0,0,0,0,0,0,0,0,0,0
vodafone.com.tr,0,0,15,0,0,0,0,0,0,0,0,0,0
otpbank.hu,0,0,10,0,0,0,0,0,0,0,0,0,0
brasilescola.uol.com.br,0,0,23,0,0,0,1,0,0,0,0,0,0
kenoby.com,0,0,10,0,0,0,0,0,0,0,0,0,0
yandex.ua,0,0,9,0,0,0,0,0,0,0,0,0,0
nadorcity.com,0,0,13,0,0,0,0,0,0,0,0,0,0
xbytessolutions.com,0,0,19,0,0,0,0,0,0,0,0,0,0
ahoramismo.com,0,0,14,0,0,0,0,0,0,0,0,0,0
ministerio-publi.info/web/hot-venda/receita-cliente.jpg,0,0,55,0,0,3,0,0,0,0,0,0,1
myworldofwork.co.uk,0,0,19,0,0,0,0,0,0,0,0,0,0
www.fabioalbini.com/Invoice.zip,0,0,31,0,0,1,1,0,0,0,0,0,1
getbootstrap.com,0,0,16,0,0,0,0,0,0,0,0,0,0
jiumodiary.com,0,0,14,0,0,0,0,0,0,0,0,0,0
radios.com.pe,0,0,13,0,0,0,0,0,0,0,0,0,0
sodimac.cl,0,0,10,0,0,0,0,0,0,0,0,0,0
spanishdict.com,0,0,15,0,0,0,0,0,0,0,0,0,0
utk.edu,0,0,7,0,0,0,0,0,0,0,0,0,0
cnbcindonesia.com,0,0,17,0,0,0,0,0,0,0,0,0,0
tenorshare.com,0,0,14,0,0,0,0,0,0,0,0,0,0
leboncoin.fr,0,0,12,0,0,0,0,0,0,0,0,0,0
clubhouse.io,0,0,12,0,0,0,0,0,0,0,0,0,0
dimenal.com.br/HHv0oxBP/index.html?s=883&lid=2298&elq=11f7b1b5179f45b09737bdf10d0fe61f,0,0,86,0,0,2,0,0,51,0,0,0,1
onlarissa.gr,0,0,12,0,0,0,0,0,0,0,0,0,0
sparkfun.com,0,0,12,0,0,0,0,0,0,0,0,0,0
pcgamer.com,0,0,11,0,0,0,0,0,0,0,0,0,0
riptutorial.com,0,0,15,0,0,0,0,0,0,0,0,0,0
dr.com.tr,0,0,9,0,0,0,0,0,0,0,0,0,0
ruangguru.com,0,0,13,0,0,0,0,0,0,0,0,0,0
latimes.com,0,0,11,0,0,0,0,0,0,0,0,0,0
myfood.ltd,0,0,10,0,0,0,0,0,0,0,0,0,0
anses.gob.ar,0,0,12,0,0,0,0,0,0,0,0,0,0
creema.jp,0,0,9,0,0,0,0,0,0,0,0,0,0
watanserb.com,0,0,13,0,0,0,0,0,0,0,0,0,0
a2trader.investments,0,0,20,0,0,0,0,0,0,0,0,0,0
imyfone.com,0,0,11,0,0,0,0,0,0,0,0,0,0
clave.gob.es,0,0,12,0,0,0,0,0,0,0,0,0,0
yts.lt,0,0,6,0,0,0,0,0,0,0,0,0,0
twimg.com,0,0,9,0,0,0,0,0,0,0,0,0,0
alforatnews.com,0,0,15,0,0,0,0,0,0,0,0,0,0
wildberries.ru,0,0,14,0,0,0,0,0,0,0,0,0,0
malest.com,0,0,10,0,0,0,0,0,0,0,0,0,1
theweathernetwork.com,0,0,21,0,0,0,0,0,0,0,0,0,0
screencastify.com,0,0,17,0,0,0,0,0,0,0,0,0,0
adverts.ie,0,0,10,0,0,0,0,0,0,0,0,0,0
okaz.com.sa,0,0,11,0,0,0,0,0,0,0,0,0,0
noobgirls.com/pussy.php,0,0,23,0,0,1,0,0,0,0,0,0,1
meistertask.com,0,0,15,0,0,0,0,0,0,0,0,0,0
typing.com,0,0,10,0,0,0,0,0,0,0,0,0,0
computrabajo.com.ar,0,0,19,0,0,0,0,0,0,0,0,0,0
cruisefashion.com,0,0,17,0,0,0,0,0,0,0,0,0,0
pride-u-bike.com/sell/honda-steed-400-1996/,0,0,43,0,0,3,0,0,0,0,0,0,1
sportdog.gr,0,0,11,0,0,0,0,0,0,0,0,0,0
itstillworks.com,0,0,16,0,0,0,0,0,0,0,0,0,0
eslamoda.com,0,0,12,0,0,0,0,0,0,0,0,0,0
www.flowtec.com.br/vcard/Informazioni.zip,0,0,41,0,0,2,1,0,0,0,0,0,1
ebay.co.uk,0,0,10,0,0,0,0,0,0,0,0,0,0
modernweekly.com,0,0,16,0,0,0,0,0,0,0,0,0,0
dofus.com,0,0,9,0,0,0,0,0,0,0,0,0,0
junkmail.co.za,0,0,14,0,0,0,0,0,0,0,0,0,0
spinbot.com,0,0,11,0,0,0,0,0,0,0,0,0,0
fotocasa.es,0,0,11,0,0,0,0,0,0,0,0,0,0
fubo.tv,0,0,7,0,0,0,0,0,0,0,0,0,0
x-mol.com,0,0,9,0,0,0,0,0,0,0,0,0,0
globalbankingandfinance.com,0,0,27,0,0,0,0,0,0,0,0,0,0
delbaraneh.com,0,0,14,0,0,0,0,0,0,0,0,0,0
cookpad.com,0,0,11,0,0,0,0,0,0,0,0,0,0
dreamwidth.org,0,0,14,0,0,0,0,0,0,0,0,0,0
ceptam09.com,0,0,12,0,0,0,0,0,0,0,0,0,0
teachable.com,0,0,13,0,0,0,0,0,0,0,0,0,0
bazos.sk,0,0,8,0,0,0,0,0,0,0,0,0,0
accesstrade.net,0,0,15,0,0,0,0,0,0,0,0,0,0
q8yat.com,0,0,9,0,0,0,0,0,0,0,0,0,0
capital.gr,0,0,10,0,0,0,0,0,0,0,0,0,0
traff1.com/in.cgi?5,0,0,19,0,0,1,0,0,1,0,0,0,1
techspot.com,0,0,12,0,0,0,0,0,0,0,0,0,0
gogy.com,0,0,8,0,0,0,0,0,0,0,0,0,0
quiminet.com,0,0,12,0,0,0,0,0,0,0,0,0,0
content.tmall.com,0,0,17,0,0,0,1,0,0,0,0,0,0
ard.de,0,0,6,0,0,0,0,0,0,0,0,0,0
coalimpex.com/web/pe/ad_02.php,0,0,30,0,0,3,0,0,0,0,0,0,1
film2movie.ws,0,0,13,0,0,0,0,0,0,0,0,0,0
newstrend.news,0,0,14,0,0,0,0,0,0,0,0,0,0
slimxxxtubejlp.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,56,0,0,2,1,0,0,0,0,0,1
loft2126.dedicatedpanel.com/pnn/1.txt,0,0,37,0,0,2,1,0,0,0,0,0,1
goobike.com,0,0,11,0,0,0,0,0,0,0,0,0,0
seg-social.gob.es,0,0,17,0,0,0,0,0,0,0,0,0,0
jalopnik.com,0,0,12,0,0,0,0,0,0,0,0,0,0
fresherslive.com,0,0,16,0,0,0,0,0,0,0,0,0,0
lottoland.se,0,0,12,0,0,0,0,0,0,0,0,0,0
simsdom.com,0,0,11,0,0,0,0,0,0,0,0,0,0
bitbank.cc,0,0,10,0,0,0,0,0,0,0,0,0,0
cn2che.com,0,0,10,0,0,0,0,0,0,0,0,0,0
samaa.tv,0,0,8,0,0,0,0,0,0,0,0,0,0
whowatch.tv,0,0,11,0,0,0,0,0,0,0,0,0,0
ratp.fr,0,0,7,0,0,0,0,0,0,0,0,0,0
classiccars.com,0,0,15,0,0,0,0,0,0,0,0,0,0
tizianafausti.com,0,0,17,0,0,0,0,0,0,0,0,0,0
hemailaccessonline.com,0,0,22,0,0,0,0,0,0,0,0,0,0
